Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMGP02010690																
LM:LMGP02011113																
LM:LMGP02010913																
LM:LMGP02010720																
LM:LMGP02010601																
LM:LMGP02011193																
LM:LMGP02010432																
LM:LMGP02010485																
LM:LMGP02010524																
LM:LMGP02010571																
LM:LMGP02010050																
LM:LMGP02010804																
LM:LMGP02010882																
LM:LMGP02010852																
LM:LMGP02011051																
LM:LMGP02011261																
LM:LMGP02010389																
LM:LMGP02011082																
LM:LMGP02011248																
LM:LMGP02011233																
LM:LMGP02011225																
LM:LMGP02011212																
LM:LMGP02010317																
LM:LMGP02010094																
LM:LMGP02011201																
LM:LMGP02010118	LM:LMGP02010129															
LM:LMGP02011203																
LM:LMGP02010628																
LM:LMGP02011200																
LM:LMGP02010301																
LM:LMGP02011202																
LM:LMGP02010629																
LM:LMGP02010627																
LM:LMGP02010044																
LM:LMGP02010622																
LM:LMGP02010624																
LM:LMGP02011204																
LM:LMGP02010626																
LM:LMGP02010036																
LM:LMGP02010631																
LM:LMGP02010021																
LM:LMGP02010124																
LM:LMGP02010141																
LM:LMGP02010633																
LM:LMGP02011207																
LM:LMGP02010621																
LM:LMGP02010634																
LM:LMGP02010151																
LM:LMGP02011206																
LM:LMGP02010623																
LM:LMGP02010293																
LM:LMGP02011205																
LM:LMGP02010625																
LM:LMGP02010097																
LM:LMGP02010344																
LM:LMGP02011148																
LM:LMGP02010978																
LM:LMGP02010949																
LM:LMGP02010755																
LM:LMGP02010696																
LM:LMGP02011119																
LM:LMGP02010919																
LM:LMGP02010724																
LM:LMGP02010607																
LM:LMGP02010667																
LM:LMGP02010438																
LM:LMGP02010491																
LM:LMGP02010527																
LM:LMGP02010577																
LM:LMGP02010645																
LM:LMGP02010810																
LM:LMGP02010888																
LM:LMGP02010858																
LM:LMGP02011057																
LM:LMGP02010370																
LM:LMGP02011254																
LM:LMGP02011088																
LM:LMGP02010413																
LM:LMGP02011231																
LM:LMGP02010173																
LM:LMGP02010550																
LM:LMGP02010630																
LM:LMGP02010792																
LM:LMGP02010786																
LM:LMGP02010785																
LM:LMGP02010779																
LM:LMGP02010777																
LM:LMGP02010791																
LM:LMGP02010784																
LM:LMGP02010778																
LM:LMGP02010774																
LM:LMGP02010776																
LM:LMGP02010769																
LM:LMGP02010770																
LM:LMGP02010771																
LM:LMGP02010773																
LM:LMGP02010775																
LM:LMGP02010780																
LM:LMGP02010783																
LM:LMGP02010782																
LM:LMGP02010789																
LM:LMGP02011188																
LM:LMGP02011187																
LM:LMGP02010790																
LM:LMGP02011186																
LM:LMGP02011185																
LM:LMGP02010171																
LM:LMGP02010772																
LM:LMGP02011184																
LM:LMGP02011183																
LM:LMGP02011150																
LM:LMGP02010980																
LM:LMGP02010951																
LM:LMGP02010757																
LM:LMGP02010698																
LM:LMGP02011121																
LM:LMGP02010921																
LM:LMGP02010726																
LM:LMGP02010609																
LM:LMGP02010669																
LM:LMGP02010440																
LM:LMGP02010493																
LM:LMGP02010529																
LM:LMGP02010579																
LM:LMGP02010143																
LM:LMGP02010812																
LM:LMGP02010890																
LM:LMGP02010860																
LM:LMGP02011059																
LM:LMGP02011259																
LM:LMGP02011253																
LM:LMGP02011090																
LM:LMGP02010157	LM:LMGP02010159															
LM:LMGP02011243																
LM:LMGP02010463																
LM:LMGP02010270																
LM:LMGP02010067																
LM:LMGP02010069																
LM:LMGP02010781																
LM:LMGP02010319																
LM:LMGP02011176																
LM:LMGP02010836																
LM:LMGP02011177																
LM:LMGP02010114																
LM:LMGP02010831																
LM:LMGP02010840																
LM:LMGP02010139																
LM:LMGP02010835																
LM:LMGP02010832																
LM:LMGP02010830																
LM:LMGP02010125																
LM:LMGP02010824																
LM:LMGP02010826																
LM:LMGP02010827																
LM:LMGP02010829																
LM:LMGP02010135																
LM:LMGP02010834																
LM:LMGP02010140																
LM:LMGP02010138																
LM:LMGP02010152																
LM:LMGP02010838																
LM:LMGP02011182																
LM:LMGP02011181																
LM:LMGP02010839																
LM:LMGP02010137																
LM:LMGP02010287																
LM:LMGP02011180																
LM:LMGP02010825																
LM:LMGP02010288																
LM:LMGP02011179																
LM:LMGP02010828																
LM:LMGP02010131																
LM:LMGP02010833																
LM:LMGP02011178																
LM:LMGP02010345																
LM:LMGP02011156																
LM:LMGP02010986																
LM:LMGP02010956																
LM:LMGP02010763																
LM:LMGP02010704																
LM:LMGP02011127																
LM:LMGP02010927																
LM:LMGP02010732																
LM:LMGP02010615																
LM:LMGP02010674																
LM:LMGP02010446																
LM:LMGP02010499																
LM:LMGP02010534																
LM:LMGP02010585																
LM:LMGP02010649																
LM:LMGP02010818																
LM:LMGP02010896																
LM:LMGP02010865																
LM:LMGP02011065																
LM:LMGP02010377																
LM:LMGP02011252																
LM:LMGP02011096																
LM:LMGP02010418																
LM:LMGP02011230																
LM:LMGP02010511																
LM:LMGP02010556																
LM:LMGP02010632																
LM:LMGP02010787																
LM:LMGP02010837																
LM:LMGP02010004																
LM:LMGP02011011																
LM:LMGP02011010																
LM:LMGP02011003																
LM:LMGP02011001																
LM:LMGP02011015																
LM:LMGP02011009																
LM:LMGP02011002																
LM:LMGP02010998																
LM:LMGP02011000																
LM:LMGP02010991																
LM:LMGP02010993																
LM:LMGP02010995																
LM:LMGP02010997																
LM:LMGP02010999																
LM:LMGP02011005																
LM:LMGP02011008																
LM:LMGP02011007																
LM:LMGP02011013																
LM:LMGP02011170																
LM:LMGP02011169																
LM:LMGP02011014																
LM:LMGP02011168																
LM:LMGP02010992																
LM:LMGP02010994																
LM:LMGP02010996																
LM:LMGP02011167																
LM:LMGP02011004																
LM:LMGP02011006																
LM:LMGP02011166																
LM:LMGP02011157																
LM:LMGP02010987																
LM:LMGP02010957																
LM:LMGP02010764																
LM:LMGP02010705																
LM:LMGP02011128																
LM:LMGP02010928																
LM:LMGP02010733																
LM:LMGP02010616																
LM:LMGP02010675																
LM:LMGP02010447																
LM:LMGP02010500																
LM:LMGP02010535																
LM:LMGP02010586																
LM:LMGP02010161																
LM:LMGP02010819																
LM:LMGP02010897																
LM:LMGP02010158	LM:LMGP02010160															
LM:LMGP02010866																
LM:LMGP02011066																
LM:LMGP02011258																
LM:LMGP02010401																
LM:LMGP02011097																
LM:LMGP02011240																
LM:LMGP02010469																
LM:LMGP02010132																
LM:LMGP02010557																
LM:LMGP02010146																
LM:LMGP02010788																
LM:LMGP02010075																
LM:LMGP02011012																
LM:LMGP02011039																
LM:LMGP02011034																
LM:LMGP02011033																
LM:LMGP02011027																
LM:LMGP02011025																
LM:LMGP02011038																
LM:LMGP02010156																
LM:LMGP02011032																
LM:LMGP02011026																
LM:LMGP02011023																
LM:LMGP02011024																
LM:LMGP02011016																
LM:LMGP02011018																
LM:LMGP02011020																
LM:LMGP02011022																
LM:LMGP02010155																
LM:LMGP02011029																
LM:LMGP02011031																
LM:LMGP02010154																
LM:LMGP02010290																
LM:LMGP02011036																
LM:LMGP02011165																
LM:LMGP02011164																
LM:LMGP02011037																
LM:LMGP02010153																
LM:LMGP02010291																
LM:LMGP02011163																
LM:LMGP02011017																
LM:LMGP02010292																
LM:LMGP02011019																
LM:LMGP02011021																
LM:LMGP02011162																
LM:LMGP02011028																
LM:LMGP02011030																
LM:LMGP02011035																
LM:LMGP02010168																
LM:LMGP02010294																
LM:LMGP02010295																
LM:LMGP02010167																
LM:LMGP04010977																
LM:LMGP04010840																
LM:LMGP04010856																
LM:LMGP04010671																
LM:LMGP04010832																
LM:LMGP04010663																
LM:LMGP04010455																
LM:LMGP04010449																
LM:LMGP04010441																
LM:LMGP04010831																
LM:LMGP04010662																
LM:LMGP04010440																
LM:LMGP04010424																
LM:LMGP04010418																
LM:LMGP04010410																
LM:LMGP04010980																
LM:LMGP04010826																
LM:LMGP04010658																
LM:LMGP04010435																
LM:LMGP04010406																
LM:LMGP04010307																
LM:LMGP04010301																
LM:LMGP04010293																
LM:LMGP04010292																
LM:LMGP04010890																
LM:LMGP04010820																
LM:LMGP04010651																
LM:LMGP04010428																
LM:LMGP04010400																
LM:LMGP04010281																
LM:LMGP04010138																
LM:LMGP04010132																
LM:LMGP04010124																
LM:LMGP04010123																
LM:LMGP04010118																
LM:LMGP04010920																
LM:LMGP04010030																
LM:LMGP04010839																
LM:LMGP04010670																
LM:LMGP04010448																
LM:LMGP04010417																
LM:LMGP04010300																
LM:LMGP04010131																
LM:LMGP04010044																
LM:LMGP04010642																
LM:LMGP04010858																
LM:LMGP04010635																
LM:LMGP04010634																
LM:LMGP04010629																
LM:LMGP04010623																
LM:LMGP04010845																
LM:LMGP04010676																
LM:LMGP04010647																
LM:LMGP04010454																
LM:LMGP04010423																
LM:LMGP04010306																
LM:LMGP04010137																
LM:LMGP04010978																
LM:LMGP04010811																
LM:LMGP04010810																
LM:LMGP04010803																
LM:LMGP04010816																
LM:LMGP04010802																
LM:LMGP04010797																
LM:LMGP04010790																
LM:LMGP04010830																
LM:LMGP04010661																
LM:LMGP04010633																
LM:LMGP04010439																
LM:LMGP04010801																
LM:LMGP04010409																
LM:LMGP04010291																
LM:LMGP04010122																
LM:LMGP04010396																
LM:LMGP04010390																
LM:LMGP04010389																
LM:LMGP04010382																
LM:LMGP04010380																
LM:LMGP04010395																
LM:LMGP04010381																
LM:LMGP04010376																
LM:LMGP04010369																
LM:LMGP04010838																
LM:LMGP04010669																
LM:LMGP04010641																
LM:LMGP04010447																
LM:LMGP04010388																
LM:LMGP04010809																
LM:LMGP04010416																
LM:LMGP04010299																
LM:LMGP04010130																
LM:LMGP04010619																
LM:LMGP04010613																
LM:LMGP04010612																
LM:LMGP04010605																
LM:LMGP04010603																
LM:LMGP04010618																
LM:LMGP04010611																
LM:LMGP04010604																
LM:LMGP04010599																
LM:LMGP04010592																
LM:LMGP04010829																
LM:LMGP04010660																
LM:LMGP04010632																
LM:LMGP04010438																
LM:LMGP04010379																
LM:LMGP04010800																
LM:LMGP04010602																
LM:LMGP04010408																
LM:LMGP04010290																
LM:LMGP04010121																
LM:LMGP04010045																
LM:LMGP04010360																
LM:LMGP04010875																
LM:LMGP04010353																
LM:LMGP04010351																
LM:LMGP04010365																
LM:LMGP04010359																
LM:LMGP04010352																
LM:LMGP04010349																
LM:LMGP04010956																
LM:LMGP04010343																
LM:LMGP04010837																
LM:LMGP04010668																
LM:LMGP04010640																
LM:LMGP04010446																
LM:LMGP04010387																
LM:LMGP04010808																
LM:LMGP04010610																
LM:LMGP04010415																
LM:LMGP04010298																
LM:LMGP04010358																
LM:LMGP04010129																
LM:LMGP04010588																
LM:LMGP04010582																
LM:LMGP04010581																
LM:LMGP04010574																
LM:LMGP04010572																
LM:LMGP04010587																
LM:LMGP04010580																
LM:LMGP04010573																
LM:LMGP04010568																
LM:LMGP04010571																
LM:LMGP04010561																
LM:LMGP04010579																
LM:LMGP04010844																
LM:LMGP04010675																
LM:LMGP04010646																
LM:LMGP04010453																
LM:LMGP04010394																
LM:LMGP04010815																
LM:LMGP04010617																
LM:LMGP04010422																
LM:LMGP04010305																
LM:LMGP04010364																
LM:LMGP04010136																
LM:LMGP04010586																
LM:LMGP04010786																
LM:LMGP04010780																
LM:LMGP04010779																
LM:LMGP04010772																
LM:LMGP04010770																
LM:LMGP04010785																
LM:LMGP04010778																
LM:LMGP04010771																
LM:LMGP04010766																
LM:LMGP04010769																
LM:LMGP04010759																
LM:LMGP04010777																
LM:LMGP04010784																
LM:LMGP04010822																
LM:LMGP04010653																
LM:LMGP04010625																
LM:LMGP04010430																
LM:LMGP04010371																
LM:LMGP04010792																
LM:LMGP04010594																
LM:LMGP04010402																
LM:LMGP04010283																
LM:LMGP04010345																
LM:LMGP04010113																
LM:LMGP04010563																
LM:LMGP04010761																
LM:LMGP04010191																
LM:LMGP04010185																
LM:LMGP04010184																
LM:LMGP04010177																
LM:LMGP04010175																
LM:LMGP04010190																
LM:LMGP04010183																
LM:LMGP04010176																
LM:LMGP04010171																
LM:LMGP04010174																
LM:LMGP04010164																
LM:LMGP04010166																
LM:LMGP04010182																
LM:LMGP04010189																
LM:LMGP04010823																
LM:LMGP04010655																
LM:LMGP04010626																
LM:LMGP04010432																
LM:LMGP04010373																
LM:LMGP04010794																
LM:LMGP04010596																
LM:LMGP04010403																
LM:LMGP04010285																
LM:LMGP04010346																
LM:LMGP04010115																
LM:LMGP04010168																
LM:LMGP04010565																
LM:LMGP04010763																
LM:LMGP04010898																
LM:LMGP04010220																
LM:LMGP04010899																
LM:LMGP04010900																
LM:LMGP04010212																
LM:LMGP04010225																
LM:LMGP04010219																
LM:LMGP04010213																
LM:LMGP04010210																
LM:LMGP04010901																
LM:LMGP04010204																
LM:LMGP04010206																
LM:LMGP04010967																
LM:LMGP04010218																
LM:LMGP04010224																
LM:LMGP04010031																
LM:LMGP04010825																
LM:LMGP04010657																
LM:LMGP04010628																
LM:LMGP04010434																
LM:LMGP04010375																
LM:LMGP04010796																
LM:LMGP04010598																
LM:LMGP04010405																
LM:LMGP04010287																
LM:LMGP04010348																
LM:LMGP04010117																
LM:LMGP04010170																
LM:LMGP04010209																
LM:LMGP04010567																
LM:LMGP04010765																
LM:LMGP04010277																
LM:LMGP04010271																
LM:LMGP04010270																
LM:LMGP04010263																
LM:LMGP04010261																
LM:LMGP04010276																
LM:LMGP04010269																
LM:LMGP04010262																
LM:LMGP04010257																
LM:LMGP04010260																
LM:LMGP04010251																
LM:LMGP04010253																
LM:LMGP04010255																
LM:LMGP04010891																
LM:LMGP04010268																
LM:LMGP04010275																
LM:LMGP04010828																
LM:LMGP04010857																
LM:LMGP04010631																
LM:LMGP04010437																
LM:LMGP04010378																
LM:LMGP04010799																
LM:LMGP04010601																
LM:LMGP04010874																
LM:LMGP04010289																
LM:LMGP04010350																
LM:LMGP04010120																
LM:LMGP04010173																
LM:LMGP04010902																
LM:LMGP04010259																
LM:LMGP04010570																
LM:LMGP04010768																
LM:LMGP04010043																
LM:LMGP04010878																
LM:LMGP04010879																
LM:LMGP04010331																
LM:LMGP04010330																
LM:LMGP04010339																
LM:LMGP04010335																
LM:LMGP04010880																
LM:LMGP04010329																
LM:LMGP04010960																
LM:LMGP04010324																
LM:LMGP04010326																
LM:LMGP04010881																
LM:LMGP04010328																
LM:LMGP04010033	LM:LMGP04010985															
LM:LMGP04010334																
LM:LMGP04010338																
LM:LMGP04010836																
LM:LMGP04010667																
LM:LMGP04010639																
LM:LMGP04010445																
LM:LMGP04010386																
LM:LMGP04010807																
LM:LMGP04010609																
LM:LMGP04010414																
LM:LMGP04010297																
LM:LMGP04010357																
LM:LMGP04010128																
LM:LMGP04010181																
LM:LMGP04010217																
LM:LMGP04010267																
LM:LMGP04010958																
LM:LMGP04010578																
LM:LMGP04010776																
LM:LMGP04010557																
LM:LMGP04010551																
LM:LMGP04010550																
LM:LMGP04010544																
LM:LMGP04010542																
LM:LMGP04010556																
LM:LMGP04010549																
LM:LMGP04010543																
LM:LMGP04010538																
LM:LMGP04010541																
LM:LMGP04010531																
LM:LMGP04010533																
LM:LMGP04010535																
LM:LMGP04010537																
LM:LMGP04010540																
LM:LMGP04010548																
LM:LMGP04010860																
LM:LMGP04010555																
LM:LMGP04010032																
LM:LMGP04010834																
LM:LMGP04010665																
LM:LMGP04010637																
LM:LMGP04010443																
LM:LMGP04010384																
LM:LMGP04010805																
LM:LMGP04010607																
LM:LMGP04010412																
LM:LMGP04010295																
LM:LMGP04010355																
LM:LMGP04010126																
LM:LMGP04010179																
LM:LMGP04010215																
LM:LMGP04010265																
LM:LMGP04010333																
LM:LMGP04010576																
LM:LMGP04010546																
LM:LMGP04010774																
LM:LMGP04010510																
LM:LMGP04010504																
LM:LMGP04010503																
LM:LMGP04010496																
LM:LMGP04010494																
LM:LMGP04010509																
LM:LMGP04010502																
LM:LMGP04010495																
LM:LMGP04010490																
LM:LMGP04010493																
LM:LMGP04010483																
LM:LMGP04010485																
LM:LMGP04010487																
LM:LMGP04010489																
LM:LMGP04010492																
LM:LMGP04010498																
LM:LMGP04010501																
LM:LMGP04010500																
LM:LMGP04010508																
LM:LMGP04010843																
LM:LMGP04010674																
LM:LMGP04010645																
LM:LMGP04010452																
LM:LMGP04010393																
LM:LMGP04010814																
LM:LMGP04010616																
LM:LMGP04010421																
LM:LMGP04010304																
LM:LMGP04010363																
LM:LMGP04010135																
LM:LMGP04010188																
LM:LMGP04010223																
LM:LMGP04010274																
LM:LMGP04010337																
LM:LMGP04010507																
LM:LMGP04010585																
LM:LMGP04010554																
LM:LMGP04010783																
LM:LMGP04010755																
LM:LMGP04010749																
LM:LMGP04010748																
LM:LMGP04010741																
LM:LMGP04010739																
LM:LMGP04010754																
LM:LMGP04010747																
LM:LMGP04010740																
LM:LMGP04010735																
LM:LMGP04010738																
LM:LMGP04010728																
LM:LMGP04010730																
LM:LMGP04010732																
LM:LMGP04010734																
LM:LMGP04010737																
LM:LMGP04010743																
LM:LMGP04010746																
LM:LMGP04010745																
LM:LMGP04010752																
LM:LMGP04010753																
LM:LMGP04010817																
LM:LMGP04010648																
LM:LMGP04010620																
LM:LMGP04010425																
LM:LMGP04010366																
LM:LMGP04010787																
LM:LMGP04010589																
LM:LMGP04010397																
LM:LMGP04010278																
LM:LMGP04010340																
LM:LMGP04010109																
LM:LMGP04010161																
LM:LMGP04010201																
LM:LMGP04010248																
LM:LMGP04010322																
LM:LMGP04010480																
LM:LMGP04010558																
LM:LMGP04010528																
LM:LMGP04010725																
LM:LMGP04010756																
LM:LMGP04010938																
LM:LMGP04010063																
LM:LMGP04010062																
LM:LMGP04010056																
LM:LMGP04010054																
LM:LMGP04010067																
LM:LMGP04010061																
LM:LMGP04010055																
LM:LMGP04010052																
LM:LMGP04010053																
LM:LMGP04010046																
LM:LMGP04010048																
LM:LMGP04010049																
LM:LMGP04010051																
LM:LMGP04010941																
LM:LMGP04010058																
LM:LMGP04010060																
LM:LMGP04010059																
LM:LMGP04010065																
LM:LMGP04010035																
LM:LMGP04010066																
LM:LMGP04010818																
LM:LMGP04010649																
LM:LMGP04010621																
LM:LMGP04010426																
LM:LMGP04010367																
LM:LMGP04010788																
LM:LMGP04010590																
LM:LMGP04010398																
LM:LMGP04010279																
LM:LMGP04010341																
LM:LMGP04010110																
LM:LMGP04010162																
LM:LMGP04010202																
LM:LMGP04010249																
LM:LMGP04010323																
LM:LMGP04010481																
LM:LMGP04010559																
LM:LMGP04010529																
LM:LMGP04010726																
LM:LMGP04010001																
LM:LMGP04010757																
LM:LMGP04010092																
LM:LMGP04010087																
LM:LMGP04010086																
LM:LMGP04010081																
LM:LMGP04010079																
LM:LMGP04010091																
LM:LMGP04010085																
LM:LMGP04010080																
LM:LMGP04010075																
LM:LMGP04010078																
LM:LMGP04010070																
LM:LMGP04010071																
LM:LMGP04010073																
LM:LMGP04010074																
LM:LMGP04010077																
LM:LMGP04010082																
LM:LMGP04010084																
LM:LMGP04010083																
LM:LMGP04010089																
LM:LMGP04010068																
LM:LMGP04010975																
LM:LMGP04010090																
LM:LMGP04010819																
LM:LMGP04010650																
LM:LMGP04010622																
LM:LMGP04010427																
LM:LMGP04010368																
LM:LMGP04010789																
LM:LMGP04010591																
LM:LMGP04010399																
LM:LMGP04010280																
LM:LMGP04010342																
LM:LMGP04010111																
LM:LMGP04010163																
LM:LMGP04010203																
LM:LMGP04010250																
LM:LMGP04010882																
LM:LMGP04010482																
LM:LMGP04010560																
LM:LMGP04010530																
LM:LMGP04010727																
LM:LMGP04010976																
LM:LMGP04010069																
LM:LMGP04010758																
LM:LMGP04010921																
LM:LMGP04010923																
LM:LMGP04010924																
LM:LMGP04010926																
LM:LMGP04010099																
LM:LMGP04010108																
LM:LMGP04010104																
LM:LMGP04010927																
LM:LMGP04010098																
LM:LMGP04010928																
LM:LMGP04010094																
LM:LMGP04010095																
LM:LMGP04010930																
LM:LMGP04010097																
LM:LMGP04010984																
LM:LMGP04010101																
LM:LMGP04010103																
LM:LMGP04010102																
LM:LMGP04010106																
LM:LMGP04010932																
LM:LMGP04010093																
LM:LMGP04010107																
LM:LMGP04010005																
LM:LMGP04010821																
LM:LMGP04010652																
LM:LMGP04010624																
LM:LMGP04010429																
LM:LMGP04010370																
LM:LMGP04010791																
LM:LMGP04010593																
LM:LMGP04010401																
LM:LMGP04010282																
LM:LMGP04010344																
LM:LMGP04010112																
LM:LMGP04010165																
LM:LMGP04010205																
LM:LMGP04010252																
LM:LMGP04010325																
LM:LMGP04010484																
LM:LMGP04010562																
LM:LMGP04010532																
LM:LMGP04010729																
LM:LMGP04010047																
LM:LMGP04010937																
LM:LMGP04010760																
LM:LMGP04010931																
LM:LMGP04010160																
LM:LMGP04010155																
LM:LMGP04010154																
LM:LMGP04010148																
LM:LMGP04010146																
LM:LMGP04010159																
LM:LMGP04010153																
LM:LMGP04010147																
LM:LMGP04010144																
LM:LMGP04010914																
LM:LMGP04010141																
LM:LMGP04010142																
LM:LMGP04010917																
LM:LMGP04010143																
LM:LMGP04010145																
LM:LMGP04010149																
LM:LMGP04010152																
LM:LMGP04010151																
LM:LMGP04010157																
LM:LMGP04010139																
LM:LMGP04010919																
LM:LMGP04010158																
LM:LMGP04010140																
LM:LMGP04010024																
LM:LMGP04010846																
LM:LMGP04010654																
LM:LMGP04010859																
LM:LMGP04010431																
LM:LMGP04010372																
LM:LMGP04010793																
LM:LMGP04010595																
LM:LMGP04010955																
LM:LMGP04010284																
LM:LMGP04010877																
LM:LMGP04010114																
LM:LMGP04010167																
LM:LMGP04010207																
LM:LMGP04010254																
LM:LMGP04010962																
LM:LMGP04010486																
LM:LMGP04010564																
LM:LMGP04010534																
LM:LMGP04010731																
LM:LMGP04010943																
LM:LMGP04010072																
LM:LMGP04010762																
LM:LMGP04010022																
LM:LMGP04010918																
LM:LMGP04010041																
LM:LMGP04010903																
LM:LMGP04010036																
LM:LMGP04010905																
LM:LMGP04010906																
LM:LMGP04010968																
LM:LMGP04010904																
LM:LMGP04010973																
LM:LMGP04010195																
LM:LMGP04010983																
LM:LMGP04010193																
LM:LMGP04010194																
LM:LMGP04010910																
LM:LMGP04010908																
LM:LMGP04010002	LM:LMGP04010987															
LM:LMGP04010196																
LM:LMGP04010197																
LM:LMGP04010008																
LM:LMGP04010970																
LM:LMGP04010199																
LM:LMGP04010025																
LM:LMGP04010192																
LM:LMGP04010200																
LM:LMGP04010974																
LM:LMGP04010911																
LM:LMGP04010986																
LM:LMGP04010824																
LM:LMGP04010656																
LM:LMGP04010627																
LM:LMGP04010433																
LM:LMGP04010374																
LM:LMGP04010795																
LM:LMGP04010597																
LM:LMGP04010404																
LM:LMGP04010286																
LM:LMGP04010347																
LM:LMGP04010116																
LM:LMGP04010169																
LM:LMGP04010208																
LM:LMGP04010256																
LM:LMGP04010327																
LM:LMGP04010488																
LM:LMGP04010566																
LM:LMGP04010536																
LM:LMGP04010733																
LM:LMGP04010050																
LM:LMGP04010936																
LM:LMGP04010764																
LM:LMGP04010096																
LM:LMGP04010916																
LM:LMGP04010909																
LM:LMGP04010892																
LM:LMGP04010242																
LM:LMGP04010006																
LM:LMGP04010236																
LM:LMGP04010234																
LM:LMGP04010247																
LM:LMGP04010241																
LM:LMGP04010235																
LM:LMGP04010232																
LM:LMGP04010233																
LM:LMGP04010007																
LM:LMGP04010228																
LM:LMGP04010230																
LM:LMGP04010231																
LM:LMGP04010893																
LM:LMGP04010238																
LM:LMGP04010240																
LM:LMGP04010239																
LM:LMGP04010245																
LM:LMGP04010226																
LM:LMGP04010897																
LM:LMGP04010246																
LM:LMGP04010227																
LM:LMGP04010896																
LM:LMGP04010229																
LM:LMGP04010895																
LM:LMGP04010827																
LM:LMGP04010659																
LM:LMGP04010630																
LM:LMGP04010436																
LM:LMGP04010377																
LM:LMGP04010798																
LM:LMGP04010600																
LM:LMGP04010407																
LM:LMGP04010288																
LM:LMGP04010876																
LM:LMGP04010119																
LM:LMGP04010172																
LM:LMGP04010211																
LM:LMGP04010258																
LM:LMGP04010961																
LM:LMGP04010491																
LM:LMGP04010569																
LM:LMGP04010539																
LM:LMGP04010736																
LM:LMGP04010942																
LM:LMGP04010076																
LM:LMGP04010767																
LM:LMGP04010929																
LM:LMGP04010915																
LM:LMGP04010907																
LM:LMGP04010894																
LM:LMGP04010040																
LM:LMGP04010884																
LM:LMGP04010039																
LM:LMGP04010886																
LM:LMGP04010315																
LM:LMGP04010883																
LM:LMGP04010885																
LM:LMGP04010316																
LM:LMGP04010314																
LM:LMGP04010982																
LM:LMGP04010309																
LM:LMGP04010311																
LM:LMGP04010887																
LM:LMGP04010313																
LM:LMGP04010037																
LM:LMGP04010318																
LM:LMGP04010963																
LM:LMGP04010964																
LM:LMGP04010320																
LM:LMGP04010889																
LM:LMGP04010308																
LM:LMGP04010321																
LM:LMGP04010027																
LM:LMGP04010310																
LM:LMGP04010888																
LM:LMGP04010312																
LM:LMGP04010038																
LM:LMGP04010833																
LM:LMGP04010664																
LM:LMGP04010636																
LM:LMGP04010442																
LM:LMGP04010383																
LM:LMGP04010804																
LM:LMGP04010606																
LM:LMGP04010411																
LM:LMGP04010294																
LM:LMGP04010354																
LM:LMGP04010125																
LM:LMGP04010178																
LM:LMGP04010214																
LM:LMGP04010264																
LM:LMGP04010332																
LM:LMGP04010497																
LM:LMGP04010575																
LM:LMGP04010545																
LM:LMGP04010742																
LM:LMGP04010057																
LM:LMGP04010935																
LM:LMGP04010773																
LM:LMGP04010100																
LM:LMGP04010913																
LM:LMGP04010972																
LM:LMGP04010237																
LM:LMGP04010317																
LM:LMGP04010479																
LM:LMGP04010473																
LM:LMGP04010472																
LM:LMGP04010466																
LM:LMGP04010464																
LM:LMGP04010478																
LM:LMGP04010471																
LM:LMGP04010465																
LM:LMGP04010461																
LM:LMGP04010463																
LM:LMGP04010456																
LM:LMGP04010457																
LM:LMGP04010458																
LM:LMGP04010460																
LM:LMGP04010462																
LM:LMGP04010467																
LM:LMGP04010470																
LM:LMGP04010469																
LM:LMGP04010476																
LM:LMGP04010873																
LM:LMGP04010872																
LM:LMGP04010477																
LM:LMGP04010871																
LM:LMGP04010870																
LM:LMGP04010954																
LM:LMGP04010459																
LM:LMGP04010869																
LM:LMGP04010868																
LM:LMGP04010835																
LM:LMGP04010666																
LM:LMGP04010638																
LM:LMGP04010444																
LM:LMGP04010385																
LM:LMGP04010806																
LM:LMGP04010608																
LM:LMGP04010413																
LM:LMGP04010296																
LM:LMGP04010356																
LM:LMGP04010127																
LM:LMGP04010180																
LM:LMGP04010216																
LM:LMGP04010266																
LM:LMGP04010959																
LM:LMGP04010499																
LM:LMGP04010577																
LM:LMGP04010547																
LM:LMGP04010744																
LM:LMGP04010940																
LM:LMGP04010934																
LM:LMGP04010775																
LM:LMGP04010925																
LM:LMGP04010150																
LM:LMGP04010971																
LM:LMGP04010966																
LM:LMGP04010965																
LM:LMGP04010468																
LM:LMGP04010861																
LM:LMGP04010523																
LM:LMGP04010862																
LM:LMGP04010950																
LM:LMGP04010518																
LM:LMGP04010527																
LM:LMGP04010522																
LM:LMGP04010519																
LM:LMGP04010517																
LM:LMGP04010951																
LM:LMGP04010511																
LM:LMGP04010513																
LM:LMGP04010514																
LM:LMGP04010516																
LM:LMGP04010952																
LM:LMGP04010521																
LM:LMGP04010948																
LM:LMGP04010949																
LM:LMGP04010525																
LM:LMGP04010867																
LM:LMGP04010866																
LM:LMGP04010526																
LM:LMGP04010865																
LM:LMGP04010512																
LM:LMGP04010864																
LM:LMGP04010515																
LM:LMGP04010953																
LM:LMGP04010520																
LM:LMGP04010863																
LM:LMGP04010841																
